uri,text,Incomprensibile,Non sensibile,Non so,Sensibile,class
496,exact words renewing oh cant take license day going get bar dev gonna give new one wont picture stuff dev hold take picture picture put license think yelling coworker see done yup go bar dev sigh yeah girl,0,1,0,2,1
497,believing best others dove candy wrapper says bitch,0,3,0,0,0
498,anyone know good place kennel dog thanksgiving willing dogshit,0,1,0,2,1
499,congratulations friends especially propane passed louisiana bar ill taking barbra february study together like old times,0,0,0,3,1
500,thanksgiving,0,2,0,1,0
501,rather enjoying last day 24 year old,0,1,0,2,1
502,enjoying beautiful sunday audubon park,0,0,0,3,1
503,swearing,0,2,1,0,0
504,studying bar please pray,0,0,0,3,1
505,bar,0,1,2,0,0
506,cheese fries,0,3,0,0,0
507,happy thanksgiving,0,3,0,0,0
508,getting ready ny,0,0,0,3,1
509,happy new year,0,3,0,0,0
510,studying bar less 1 month,0,1,0,2,1
511,must find time go xmas shoppingahhh,0,2,0,1,0
512,white,0,2,1,0,0
513,apt clean coffee barbra,0,1,0,2,1
514,propane going miami watch saints win supercool parked room studying bar examwhos idea move test two weeks hmmmhmmmm fol,0,1,0,2,1
515,seems attracting incompetence today,0,1,1,1,0
516,going propane take la bar hoping become bad statistic,0,0,0,3,1
517,dat,2,1,0,0,0
518,beaux saints,0,3,0,0,0
519,put work last night pig whistle thanks came next week hosting,0,0,0,3,1
520,going dodger game,0,0,0,3,1
521,thinks funny white best friend remembered propane,0,1,2,0,0
522,trying sing king alphas song strange land,0,3,0,0,0
523,give dodgers full attention marginally satisfied laker victory,0,3,0,0,0
524,lost voice cheering beloved dodgers way,0,1,0,2,1
525,watching propane 315am,0,2,0,1,0
526,believes pineapple express,0,2,0,1,0
527,aced mesa practice test,0,1,0,2,1
528,telling jokes tomorrow night pig whistle hollywood 730pm 10 cover drink minimum effing else,0,1,0,2,1
529,saw manny manny,0,3,0,0,0
530,good salad lunch,0,3,0,0,0
531,lose mind account dodgers right,0,1,0,2,1
532,would like hang someone today,0,1,0,2,1
533,summerslam,0,0,1,2,1
534,ready show tomorrow pig whistle like usual,0,2,0,1,0
535,,0,3,0,0,0
536,doin,0,2,1,0,0
537,wants come show tonightpig whistle730 jokes,0,1,1,1,0
538,wants know doin,0,2,1,0,0
539,finding hard deal would really like sober anymore,0,1,0,2,1
540,survived first day work,0,1,0,2,1
541,wants come tomorrow night 730pm downtown comedy club hear jokes,0,0,0,3,1
542,park,0,1,0,2,1
543,crunk right,0,1,1,1,0
544,loves propane propane negotiations guest host wwe raw,0,3,0,0,0
545,bought new jeans,0,3,0,0,0
546,says tennessee dutch straight west coasting son,0,1,1,1,0
547,happy getting propane begging hallway,0,1,1,1,0
548,back pig whistle 730pm 5 1 drink funny shit watch thing,0,1,0,2,1
549,district 9 proof white people charge shit,1,2,0,0,0
550,thang yesterday show awesome good times great setsyay,0,2,0,1,0
551,discombobulated yet motivated sober yet unclear stirred yet shaken,0,1,0,2,1
552,trojans marching upward sooner already stopped,0,3,0,0,0
553,fighting old familiar feeling,0,2,0,1,0
554,congested somebody might die,0,1,0,2,1
555,twitter follow wwwtwittercomjulesm35,0,1,1,1,0
556,yet pig whistle730pm10 cover 0 drink minimumlaa,0,1,0,2,1
557,wants come fucking show tonight 730 pig whistle,0,1,0,2,1
558,wants see asses la pig whistle tuesday 730 6714 hollywood bled 10 hosting motherfucking show,0,1,0,2,1
559,great set tonight video clips follow,0,1,0,2,1
560,uploading shit right,0,2,1,0,0
561,bought new shirt may leave hotel room,0,1,0,2,1
562,sees reason college football needs playoffs fuckin eh,0,3,0,0,0
563,taking suggestions blog post new planet jules website yall want seeker,0,3,0,0,0
564,yall made happen got numbers triple digits 2 days second clip gonna within hour get,0,1,1,1,0
565,needs thirteen motherfuckers watch new video get new jokes wwwyoutubecomjulesm35,0,3,0,0,0
566,thanks love far please keep watch shit post part 3 tonight put kids bed watch,0,2,1,0,0
567,sees path usc get back national title hunt,0,2,1,0,0
568,post part 2 set views triple digits yall dont wanna miss next bit,0,2,0,1,0
569,time raped,0,1,0,2,1
570,good sports weekend los angeles word,0,2,0,1,0
571,bout dodgers son,0,2,1,0,0
572,learned something new game played today,0,3,0,0,0
573,viva los dryers,2,1,0,0,0
574,hosting preshow downtown comedy club friday next friday next saturday ladies month comedy club hear boy bring,0,2,0,1,0
575,polishing set tonight,0,2,0,1,0
576,wants come see tonight downtown comedy club im bringing ladies proper see 8 downtown,0,0,0,3,1
577,license doin work go dryers,0,3,0,0,0
578,would like meet man thought acceptable time start meeting saturday meet mean shank,0,2,0,1,0
579,shout nobel peace prize committee yes,0,3,0,0,0
580,eel lunch,0,2,0,1,0
581,one final part routine release try get sometime tomorrow keep watching stuff though,0,3,0,0,0
582,trying monday tuesday,0,3,0,0,0
583,saw propane yesterday importantly saw bum scream ever touched sister id fuck propane yesterday,0,1,1,1,0
584,underground comedy lounge downtown la wednesday 8 downtown comedy club friday saturday see,0,0,1,2,1
585,wif mob playoffs every team advanced ridiculous ith inning comeback story wow,0,3,0,0,0
586,taking sats,1,0,0,2,1
587,sick people good mondays get memo people supposed cursing skies god bless,0,2,0,1,0
588,neeeeeeds dodgers win series,0,2,0,1,0
589,wow rainy day los angeles im sure somewhere midget feels 6 feet tall,0,3,0,0,0
590,inkwell cafe tonight tellin jokes come,0,0,0,3,1
591,loves phillies hates phillies,0,2,0,1,0
592,see downtown comedy club tonight,0,0,0,3,1
593,got hotel new york city,0,0,0,3,1
594,explore new school breakfast,0,0,0,3,1
595,moment come bottom ith wants hero,0,2,1,0,0
596,weather new york shitty,0,1,0,2,1
597,writing,0,2,0,1,0
598,way upset damn dodgers even really upset,0,2,0,1,0
599,totally black girls,0,0,0,3,1
600,hosting propnames room comic strip live friday 6 come see superfriends rock joint prepared us,0,0,0,3,1
601,way comic strip right,0,1,0,2,1
602,probably going detox soon,0,1,0,2,1
603,ready run around aimlessly city today rain seeing happen glad live cali days like,0,0,0,3,1
604,people get ready theres change coming,0,3,0,0,0
605,day week ends,0,3,0,0,0
606,smelling 20 lead boys blue viva los dryers,0,2,0,1,0
607,day gave propane one chance,0,1,1,1,0
608,evertightening clamps,0,3,0,0,0
609,propnames play reading noo gonna shit,1,0,0,2,1
610,unplugged disc 1 track 12,0,3,0,0,0
611,going wrestlemania,0,0,0,3,1
612,nothing left world today,0,1,1,1,0
613,rebirth cappella,0,3,0,0,0
614,day locked,0,3,0,0,0
615,loves antisteroids commercials major league baseball,0,2,0,1,0
616,thanks reliable therefore uploading part 4,0,3,0,0,0
617,raft doin work go dodgers,0,1,1,1,0
618,con blue,0,2,1,0,0
619,got find someone la twist dreads help,0,1,0,2,1
620,propnames salon takeover,0,2,1,0,0
621,underground comedy lounge tonight downtown la come stand laugh,0,0,0,3,1
622,downtown comedy club saturday new material invited,0,0,0,3,1
623,steelers left march madness,0,2,0,1,0
624,enjoyed show dick kudos,1,2,0,0,0
625,andre doin work,1,1,0,1,0
626,goodbye new york,0,0,0,3,1
627,stage three times week downtown yeah,0,0,0,3,1
628,stepping back urban comedy experience wednesday downtown stand,0,0,0,3,1
629,day vacation ended,0,1,0,2,1
630,finally got bio comedy club website downtown comedy club shit,0,2,0,1,0
631,anybody want watch survivor series,0,2,0,1,0
632,ugh,3,0,0,0,0
633,something new,0,1,1,1,0
634,tiger woods car accident today driver always least reliable asset,0,2,0,1,0
635,grateful,0,3,0,0,0
636,going try whoop ass today,0,1,0,2,1
637,long live ihop,2,1,0,0,0
638,seamus,0,2,1,0,0
639,killed tonight soon powers crack open door propane busting mofo thanks support see downtown comedy club friday saturday,0,1,0,2,1
640,enjoyed wild wednesdays big ups martini propane lets hope invite back,0,0,0,3,1
641,propnames wedding,0,0,0,3,1
642,jesus guide day,0,1,0,2,1
643,time finally took sick day,0,0,0,3,1
644,sto,2,0,1,0,0
645,normal monday gloom heightened,0,1,0,2,1
646,downtown comedy club tomorrow,0,0,0,3,1
647,sat proctor daystandup comic night come downtown comedy club tonight see friends put work,0,1,0,2,1
648,date cooper next weekend,0,0,0,3,1
649,line yin yang,0,3,0,0,0
650,wrapped snuggle,0,2,0,1,0
651,wishes new york tonight,0,2,0,1,0
652,needs find someone twist hair start dreads anyone la area worthy recommendation,0,1,0,2,1
653,strangest night wonder tonight top,0,2,0,1,0
654,really trying get last hard week work winter vacation,0,2,0,1,0
655,wonders wants watch tac sunday,0,2,0,1,0
656,trying figure tornado winds outside right la people let us forget,0,1,0,2,1
657,heard propnames tragic call keep shit together live life properly love avoid drama,0,0,2,1,0
658,downtown comedy club weekend awesomeness continues tonight 8,0,1,0,2,1
659,remembers gratitude specific thanksgiving involving two cool kids humboldt county new jersey massachusetts blessings,0,2,0,1,0
660,thanks god thunder ok comes vancouver,0,1,0,2,1
661,soooo excited tac tonight two ladder matches,0,2,0,1,0
662,couldve almost died today,0,1,0,2,1
663,candy cane lane worlds collide,0,3,0,0,0
664,celebrating thanksgiving vacation philliedelphia,0,0,0,3,1
665,seriously cannot figure hell wrong steelers,0,2,0,1,0
666,participating society today problem free leave message receptionist dont,0,3,0,0,0
667,great time tonight happy kwanzaa,0,2,1,0,0
668,reminds yall local folk bring ya asses pig whistle tomorrow 730 hosting 6714 hollywood bled,1,0,0,2,1
669,dreaming big,0,3,0,0,0
670,heck wrong teams,0,2,0,1,0
671,downtown comedy club tonight 8,0,0,0,3,1
672,wants droid wait almost year new every two kick,0,3,0,0,0
673,standing begin year see downtown comedy club hour ready go,0,1,0,2,1
674,sto,3,0,0,0,0
675,heard propane headed back wwe temporarily literally almost peed pants glee ahhhhhhhhhhhhhhhhhhhhhhhh,0,1,1,1,0
676,another solid show dick love propane propane mo absence funny buddies also took stage,0,1,0,2,1
677,bought final draft well way,0,3,0,0,0
678,added something new repertoire tonight,0,2,0,1,0
679,rip ifl season,1,2,0,0,0
680,propane hitman hart together last,0,2,1,0,0
681,cuts right hand eats left almost cut left index finger finding slightly challenging eat dinner,0,2,0,1,0
682,needs everyones bum info,0,3,0,0,0
683,got new blackberry hold get droid everyones phone numbers making switch saying,1,2,0,0,0
684,awesome time summerslam last week school starts,0,0,0,3,1
685,knows propane underwear enough carry movie anymore dont blame writers much blame director putting briefs,0,3,0,0,0
686,mike tyson awesome,0,3,0,0,0
687,nightmares propnames defense,0,0,1,2,1
688,saved white boys life today,0,0,2,1,0
689,begun,0,3,0,0,0
690,downtown urban comedy experience tomorrow come laugh bitches,0,0,1,2,1
691,recurring back issues,0,1,1,1,0
692,saw official end new england era amen,0,2,0,1,0
693,almost sliced finger white meat apparently ops knife techniques dont work pepper jack cheese white girls allegedly,0,3,0,0,0
694,holding hope steelers sneak playoffs even though clearly dont deserve,0,1,1,1,0
695,solid set tonight wild wednesdays get ready long version friday saturday downtown comedy club,0,0,0,3,1
696,propane get crunked,1,1,0,1,0
697,learned two important life mantras 1 treat others want treated want treated 2 fight principles opponents,0,3,0,0,0
698,manny work,0,3,0,0,0
699,great set tonight love downtown comedy club,0,1,0,2,1
700,digging propane administration surprisingly mature grown album guitars insane,0,2,0,1,0
701,discovered walk wow,0,3,0,0,0
702,headed new york city tomorrow gladys room stand see friday,0,0,0,3,1
703,expecting everyone la downtown comedy club tonight candor tomorrow night jokes yo,0,0,0,3,1
704,coming new york city late october shout tweeze kids comic strip get,0,0,0,3,1
705,really thought lived los angeles judging hail outside obviously mistaken,0,1,0,2,1
706,officially cool today,0,1,1,1,0
707,knows propane underwear enough carry movie anymore dont blame writers much blame director putting briefs,0,3,0,0,0
708,thus far unimpressed commercials,0,2,1,0,0
709,guitar six flags dominating 3 point shooting contest,0,2,1,0,0
710,hes destined,0,3,0,0,0
711,thinks propane whack announcer,0,2,0,1,0
712,officially ont road wrestlemania,0,1,1,1,0
713,wishes teachers day would last da rest da week maybe even da rest da year,0,2,1,0,0
714,totally excited da ball mom yay,1,2,0,0,0
715,2 days,0,1,2,0,0
716,think fair 2 go back 2 school friday,0,1,0,2,1
717,yesterday officially moon boot,0,3,0,0,0
718,hate winter frickin cold,0,2,0,1,0
719,cut sleep,0,1,0,2,1
720,fun 2 lock younger siblings outside wen cold dark especially wen dey bein annoying,1,1,1,0,0
721,tragedy haha shame laura ive claimed front,0,2,1,0,0
722,love weekends 3,0,3,0,0,0
723,barley sugars taste good,0,3,0,0,0
724,chocolate cake smells good,0,2,0,1,0
725,harry potter movies continue 2 disappoint yet eva learn,0,3,0,0,0
726,know english essay due mom monday,0,2,0,1,0
727,aliens macintosh toffee de luxe coconut lollies good 3,0,3,0,0,0
728,epically failed english exam epically even word,0,1,0,2,1
729,bored shut studying suiting,0,2,0,1,0
730,loves sun 3,0,3,0,0,0
731,qatapponescons,3,0,0,0,0
732,nutella spoon tastes gud especially 1 da mornin,0,1,1,1,0
733,lola putting ur language pirate fun,0,3,0,0,0
734,glad computer working,0,2,0,1,0
735,physics gay,0,3,0,0,0
736,ahah poor shins,0,2,0,1,0
737,im counting da days till friday,0,2,1,0,0
738,bored,0,2,0,1,0
739,wow glow sticks soo funky,1,2,0,0,0
740,mock exams makin insomniac dat soo kool,1,2,0,0,0
741,mommy heavens taste good,0,3,0,0,0
742,enjoy idea writing essay,0,2,1,0,0
743,worried able write essay katherine minefield short stories friday,0,2,0,1,0
744,one exam den im freeuntil november,0,1,0,2,1
745,sick enjoyableseriously,0,0,0,3,1
746,glad mom friday,0,3,0,0,0
747,mmmmmmmmm strawberries chocolate cake tastes soo good,0,2,0,1,0
748,im freeeeeeeeeeeeeee yayayayayayayayayayayay,0,3,0,0,0
749,yay sarah going 2 stool next year spontaneous excitement,1,1,0,1,0
750,clever idea 2 year books da mail caws mine freakin ripped half becaus da rain mean seriously da old system fine bloody broken den dna fix stupid bastard,3,0,0,0,0
751,ahhhhhhh exam mom,1,2,0,0,0
752,mommy nutella spoon,0,3,0,0,0
753,cant wait live lake,0,1,0,2,1
754,officially deleted bobo page,0,3,0,0,0
755,planning kill james patterson decides 2 kill fang da next maximum ride book,0,2,0,1,0
756,merry christmas everyone hope wonderful day 3,0,3,0,0,0
757,fun mystery google lola,0,2,0,1,0
758,yay almost christmas,0,3,0,0,0
759,wow like whole year already soo freaky well e ways happy new years eve,0,2,1,0,0
760,hate younger brothers,0,2,0,1,0
761,spiders revolting,0,3,0,0,0
762,yay chocolate ice cream,0,2,0,1,0
763,want shrubbery,0,3,0,0,0
764,yay passed wid,2,0,0,1,0
765,happy christmas eve,0,3,0,0,0
766,happy new year love sound fireworks,0,3,0,0,0
767,white black polka dots pink,0,2,1,0,0
